-0.644401, 1.24356, 0.254262, -0.0868726, 0.152577, -0.677986, -0.253065, 0.00323975, 0.903778, 0.556214, -0.217132, -0.214456, -0.849907, -0.724238, 0.673744, 0.925112, 1
-1.27491, 1.84991, 1.37156, -0.0884438, 1.35453, -0.930704, -0.799896, -1.36979, -0.638722, -0.3222, 2.44428, 1.24103, -0.0866451, -1.4701, 0.432504, 1.00175, 1
-1.27879, 0.946647, 0.919118, -0.845514, 0.0521408, -1.4565, -0.52148, -0.6289, 0.468216, -0.328088, -0.115405, 0.302631, 1.36512, -0.137958, -0.210745, 1.60187, 1
-0.89, -1.02022, 0.267064, 1.64038, -0.897979, -2.54167, -1.87485, -0.433452, 0.655614, -0.885201, -2.17439, 0.163802, 0.408359, -1.03544, 0.304826, 0.892122, 1
-1.91723, 0.193627, 1.6612, 1.6424, 0.471842, -1.94935, -1.52435, -1.71501, -0.420898, -0.906475, 0.668129, 0.283166, 0.287318, -1.98681, -0.51894, 1.49938, 1
-1.43343, 2.01307, 0.319402, 1.29443, -0.9836, -3.29695, -2.12522, -1.38388, 0.342148, -0.0677396, -1.00092, -0.464139, 1.78754, -0.792976, 1.26068, 0.759036, 1
-1.2699, 1.84395, -0.00252486, 0.650457, 0.892936, -2.44377, -1.64557, -0.16747, 0.614662, 1.22347, 0.06753, 0.297473, -0.273972, -0.501737, 0.883181, 1.67827, 1
-2.17329, -1.13368, 0.894279, 0.976439, -0.474859, -2.4028, -1.70848, -1.32574, 0.224084, -0.713327, -0.350334, 0.0294631, 0.121622, -1.45184, 0.444996, 3.38895, 1
-1.43054, 0.330786, 0.684721, 1.70283, 0.567126, -3.72083, -2.53159, -1.15364, 0.369354, 2.02922, -0.539466, 0.320539, 0.229506, -1.95737, 0.816116, 3.11584, 1
-0.876137, 0.160292, 1.53472, 1.01263, 1.14562, -2.07209, -0.811838, -1.25909, 0.401811, -0.451982, -1.11138, 0.32346, 0.583305, -0.440326, -0.681137, 2.5659, 1
-1.16698, 1.69074, -0.155196, 0.814942, 0.911095, -1.07636, -0.554526, -1.15358, 1.81391, -0.0947046, 0.00425601, 1.15413, 0.227262, 1.0236, -0.377593, 1.40411, 2
-0.337628, 1.52476, 0.385356, -0.79341, 0.199035, -1.06379, 0.680804, -1.41551, 1.07992, -0.120749, -0.492144, 0.421116, 0.7868, 0.794296, 0.463873, 1.20891, 2
-1.01953, 1.4542, -0.217672, 0.530447, -0.316014, -1.77691, -0.235328, -1.48822, 1.87187, -0.927209, -0.291835, 0.382319, 1.23491, 1.43467, 0.0633583, 1.87268, 2
-0.102222, 2.55555, 0.370212, -0.217791, 0.751761, -1.2048, -0.405172, -1.58496, 1.30674, 0.33424, -0.91657, 0.597716, 0.563478, 1.15094, 0.519285, 1.8648, 2
-1.53883, 2.4496, -0.408423, 1.33687, 0.873245, -1.91696, -1.61164, -1.64367, 0.692627, -0.741045, 0.130862, 1.21164, 0.853518, 1.58761, 0.470877, 1.88297, 2
-0.144366, 2.96963, 0.570891, -0.82634, 0.125726, -1.07503, 0.786518, -1.09879, 0.7126, -0.194207, -0.844385, 0.382501, 1.04526, 1.14084, 0.653561, 1.70322, 2
-2.34431, 1.35555, 0.378127, 0.919701, -0.331262, -1.83127, -0.919089, -1.70815, 1.41942, -1.73214, 0.481972, 0.821464, 1.55208, 0.763057, 0.0198022, 1.99592, 2
-1.68183, 2.62268, 0.562358, 0.45266, -0.321286, -2.37215, -0.841321, -1.7442, 1.65684, -0.881291, 0.165699, 1.09132, 1.23961, 1.26087, 0.601707, 2.04513, 2
